Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16720,17070,17480,18610,19610,20170,21190,22160,23430,24470,25570,26570,27940,28860,30430,31360,32970,34930,35930,38890,37800,40280,41520,44760,45650,45330,46190,48280,50050,
Austria,AUT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19530,20570,21310,21760,22640,23570,24520,25310,26510,27170,29120,29310,31000,32030,33700,34940,37710,39350,41660,40910,42360,44600,46500,48050,48860,49390,51810,53460,55300,
Azerbaijan,AZE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3490,2820,2500,2550,2730,3000,3220,3430,3820,4230,4710,5130,6380,8710,10770,12530,13960,14840,14590,15200,16260,17200,17290,16280,16770,17100,
Burundi,BDI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,700,710,670,640,590,550,550,570,570,580,570,590,570,590,610,640,660,690,690,710,730,760,790,810,760,740,740,750,
Belgium,BEL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18720,19710,20380,20780,22010,22900,23240,24310,24960,26030,28500,29340,30810,31490,32480,33590,35730,37270,38800,38460,40450,41010,43270,44750,45870,46870,48310,50760,51740,
Benin,BEN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,970,970,1030,1040,1090,1120,1180,1210,1260,1320,1380,1410,1450,1510,1540,1600,1690,1770,1770,1770,1820,1880,1990,2100,2110,2160,2260,2410,
Burkina Faso,BFA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,600,600,620,620,650,720,760,800,840,850,900,930,990,1030,1120,1200,1260,1340,1340,1360,1420,1520,1590,1620,1650,1710,1800,1970,
Bangladesh,BGD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,920,970,1020,1070,1120,1160,1210,1260,1310,1390,1460,1530,1600,1710,1850,2030,2220,2400,2520,2670,2860,3090,3280,3460,3680,3910,4170,4570,
Bulgaria,BGR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900,6440,6750,6860,7140,7510,6560,5520,6020,5690,6220,6920,7890,8480,9230,10240,11030,11870,13720,13880,14620,15180,15990,16200,17380,17820,19450,21220,22300,
Bahrain,BHR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23980,26550,27290,29420,29050,31100,32310,31870,33110,33270,34880,34410,33610,34720,35820,37500,38360,39750,39110,35300,36070,34910,40390,42650,44070,44300,44590,44980,44700,
"Bahamas, The",BHS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19020,18440,18380,18240,18870,23400,26510,21670,22580,24560,25780,26450,27240,27010,27520,28720,29680,30320,30130,28360,28500,28950,30340,29880,29260,29640,29730,30230,30330,
Bosnia and Herzegovina,BIH,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,1050,2180,3060,4560,4880,5040,5200,5530,5720,6500,6750,7630,8430,9360,9380,9500,10060,10380,11160,11530,12100,12840,13690,14580,
Belarus,BLR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5430,5540,5110,4830,4350,3980,4190,4750,5230,5530,6010,6460,6950,7660,8820,10020,11370,12670,14220,14260,15630,16820,17410,17650,18370,17590,17270,18200,19240,
Belize,BLZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3610,4040,4300,4260,4300,4280,4380,4370,4600,5090,5220,5450,5790,5930,6170,6470,6400,6580,6900,6800,7180,7260,7320,7480,7910,7740,7650,7810,
Bermuda,BMU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26600,26610,27190,28520,29100,30800,,,,,,,,,,,,75120,74820,68470,68890,68110,67190,66810,,,,,,
Bolivia,BOL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280,2440,2510,2630,2760,2890,3020,3170,3320,3300,3380,3450,3530,3580,3740,3970,4230,4460,4770,4850,5000,5260,5470,5840,6250,6650,7020,7270,7670,
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6530,6760,6790,7120,7430,7980,8080,8320,8210,8170,8810,8970,9260,9440,10150,10690,11370,12300,13010,12990,13900,14670,15180,15920,16030,15470,15010,15370,15850,
Barbados,BRB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9390,9320,9000,9210,9540,9850,10350,11040,11530,11630,12350,12210,12430,12850,13440,14180,14960,16090,16280,15750,15770,15280,16130,15690,15840,16120,16010,16300,16280,
Brunei Darussalam,BRN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54960,56960,59320,59220,60710,63090,64470,63100,62020,63430,65310,67180,69510,71510,72550,73930,78410,80040,78970,77340,78330,80280,81710,81350,80710,84210,83860,84530,82180,
Bhutan,BTN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,1430,1480,1570,1740,1790,1930,2090,2030,2120,2640,2860,3110,3330,3560,3910,4300,5110,5320,5580,6150,6640,6910,7170,7530,8090,8590,9000,9250,
Botswana,BWA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360,6040,6250,6630,6060,6770,6800,7500,7860,7950,8010,8360,7910,8600,8790,9540,10530,11570,12260,11730,12410,14040,14870,15900,16730,16470,16650,17190,18000,
Central African Republic,CAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,630,590,590,600,650,610,640,660,690,670,700,720,690,730,740,790,830,840,920,970,1020,1090,710,720,750,790,860,920,
Canada,CAN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19520,19560,19890,20710,21820,22670,23240,24470,25430,26900,28590,29360,30180,31540,33180,35580,37500,38960,39780,38230,39310,40880,41540,43620,45010,43990,44500,46260,47590,
Central Europe and the Baltics,CEB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6537.898639,6846.325956,7347.015745,7879.187561,8274.468129,8538.996227,8928.609868,9228.564831,9846.279333,10623.2558,11424.6518,12014.25802,12967.26093,13881.25107,15335.52905,16946.70034,18990.06218,19091.04065,20004.04292,21301.81133,22170.00764,23235.12089,24178.8533,25133.27004,26419.26418,28633.60365,30149.77907,
Switzerland,CHE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28180,28540,28770,29280,29800,30620,31360,33220,34510,35710,38130,38240,38720,40190,41600,43980,48470,50050,49150,52750,56180,56830,59140,61380,62170,65450,64680,67140,68820,
Channel Islands,CHI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4270,4700,5390,5910,6270,7070,7750,8370,8790,8720,9220,9640,9930,10180,10840,11640,13840,15050,15220,15060,16880,19110,20490,21470,21990,22010,22250,23260,24190,
China,CHN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,1100,1270,1460,1670,1840,2040,2260,2420,2630,2900,3180,3520,3930,4440,5050,5860,6860,7660,8340,9260,10260,11300,12260,13460,14400,15450,16770,18170,
Cote d'Ivoire,CIV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,1850,1840,1810,1860,1980,2130,2220,2320,2310,2160,2100,2030,1940,2070,2300,2350,2400,2460,2500,2520,2400,2660,2840,3130,3340,3550,3760,4020,
Cameroon,CMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,1760,1710,1580,1590,1630,1690,1760,1830,1900,1920,1980,2060,2180,2360,2410,2530,2630,2720,2760,2790,2880,2980,3090,3280,3390,3490,3580,3700,
"Congo, Dem. Rep.",COD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,500,530,500,490,450,450,420,440,460,480,510,540,560,570,590,620,650,680,700,760,800,850,860,900,
"Congo, Rep.",COG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,2980,3160,2880,2880,2010,2050,2520,2720,2400,2600,2670,2820,2880,2740,2870,3030,3080,3450,3550,3920,3980,4250,4450,4980,6030,5410,5070,5060,
Colombia,COL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770,4970,5200,5560,5960,6300,6400,6620,6650,6360,6550,6680,6830,7070,7540,8110,8800,9500,9840,9960,10340,11150,11760,12440,13210,13810,14110,14240,14480,
Comoros,COM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670,1590,1730,1760,1650,1700,1660,1710,1710,1720,1900,1940,1960,1990,2040,2110,2180,2210,2280,2320,2370,2460,2530,2630,2670,2670,2730,2830,2930,
Cabo Verde,CPV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1120,1230,1330,1570,1780,1960,2170,2420,2660,3020,3150,3270,3440,3820,4090,4470,5320,5690,5600,5570,5860,5940,6070,6050,6180,6470,6760,7280,
Costa Rica,CRI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,5040,5500,5890,6210,6410,6480,6790,7110,7210,7430,7720,7960,8330,8830,9370,10300,11320,12000,11660,12230,12850,13590,13910,14430,14920,15570,16110,16700,
Caribbean small states,CSS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478.143217,5683.225031,6028.857339,6442.333206,6617.186763,7088.31178,7547.428114,7626.428148,7907.634424,8268.99018,8658.858629,8945.654191,9416.232275,10148.73344,10935.76607,11558.2159,12753.88553,13520.65506,13974.52932,13415.43714,13726.24668,13659.35651,14255.20188,14737.77366,14867.73001,15427.24761,14986.26849,15226.87198,15358.76106,
Cuba,CUB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25980,26580,27430,27610,27100,27460,27790,27780,27630,27700,27960,27500,27820,,
Cayman Islands,CYM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58830,60730,43100,38770,38360,40420,42040,43550,,
Cyprus,CYP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13250,13450,14640,14740,15600,16210,16460,16800,19320,18530,19460,21240,22340,23260,24460,26320,28320,30750,34260,33800,32940,34190,31610,30020,29240,31510,33000,35750,39880,
Czech Republic,CZE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11720,12080,12690,13650,14390,14540,14710,15060,15890,17080,17560,18780,19840,20970,22340,24460,26040,25650,25620,26620,27250,28670,30090,31420,32950,35680,37530,
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19710,21110,21830,21900,22750,23500,24050,24520,25200,26110,27050,28180,28870,29570,31490,32060,34700,36780,38160,37650,39730,43630,44400,46040,47950,48770,50740,53390,54560,
Djibouti,DJI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210,4360,4560,4780,4790,5000,5170,5450,5810,5760,5770,6190,6030,6540,6800,7130,8010,8670,9530,9610,9870,10030,9930,10170,10280,10110,10120,11490,10270,
Denmark,DNK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17590,18370,19180,19700,21180,22250,23250,24470,25450,26370,28010,29020,30260,30510,32950,34430,37750,39160,41740,40740,43700,45340,45820,48210,49640,50560,51990,55560,56410,
Dominican Republic,DOM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420,3530,3940,4180,4330,4590,4910,5350,5670,5980,6310,6510,6820,6600,6740,7720,8610,9360,9860,9920,10730,11130,11510,12040,12960,13960,14850,15590,16950,
Algeria,DZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6440,6290,6470,6410,6310,6490,6740,6880,7240,7430,7760,8230,8630,9330,9810,10480,10930,11720,12130,12180,12620,12910,13230,13530,14000,14320,14890,14970,,
East Asia & Pacific (excluding high income),EAP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.534562,1553.626679,1728.10119,1932.147353,2159.127385,2366.385539,2592.340613,2784.666857,2798.096776,2968.22553,3246.397368,3512.912799,3822.373152,4193.575987,4650.640178,5179.779642,5878.507315,6721.408427,7385.073854,7887.758581,8684.495325,9499.56879,10363.45205,11159.67359,12125.63203,12904.41233,13773.0103,14852.20685,16026.21466,
Early-demographic dividend,EAR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709.146661,2876.995369,3009.542423,3177.043232,3282.540767,3405.467487,3584.656087,3736.870101,3793.85806,3861.409354,4059.974346,4171.986113,4259.452255,4493.791645,4825.475395,5195.062271,5655.412822,6094.492126,6384.268544,6489.651656,6887.996793,7281.75274,7628.899559,7993.384168,8423.531,8829.869107,9286.811801,9793.059177,10335.93162,
East Asia & Pacific,EAS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184.397817,3425.765141,3648.910071,3892.403301,4182.055536,4476.986023,4795.249621,5051.812757,5039.646499,5268.660081,5687.35657,5997.697609,6377.596056,6800.264832,7386.191382,8006.775378,8830.319835,9791.594153,10433.60219,10784.89048,11714.76576,12577.00901,13482.64375,14384.76248,15333.98239,16150.23708,17015.48782,18134.90042,19320.36421,
Europe & Central Asia (excluding high income),ECA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6451.496856,6278.074035,5728.764458,5499.05766,4996.81662,4980.509537,5019.875729,5185.062099,5197.324735,5353.753699,5989.017437,6371.606534,6832.022376,7487.419106,8418.521055,9438.384757,11230.98987,12563.41967,14411.72193,13920.41285,14871.55725,16871.64629,17788.53358,18469.26753,18987.65134,18818.37507,19108.59492,20375.2603,21369.62247,
Europe & Central Asia,ECS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11488.79665,11828.46374,11887.79266,11975.30116,12213.86761,12590.41735,13021.96008,13607.16944,14124.66583,14676.97273,15822.71853,16611.62412,17386.37378,18039.59476,19185.02079,20242.26895,22362.36365,23869.3277,25401.04107,24818.64407,25899.89565,27661.29184,28377.14549,29361.90077,30112.03229,30570.76728,31489.94122,33377.22592,34469.69719,
Ecuador,ECU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4460,4770,4930,5070,5300,5440,5500,5740,5840,5390,5460,5800,6070,6230,6780,7290,7740,8000,8660,8660,8980,9730,10330,10870,11310,11230,11010,11240,11420,
"Egypt, Arab Rep.",EGY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730,3940,4110,4240,4410,4630,4850,5100,5360,5630,6000,6240,6380,6560,6890,7230,7880,8550,9170,9420,9620,9730,9940,10080,10350,10750,11140,11510,12100,
Euro area,EMU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17005.37321,17932.79713,18502.22236,18737.94007,19500.5903,20377.60551,21035.81315,21902.8091,22894.80651,23817.11013,25293.27194,26416.04586,27363.91282,27820.13505,29046.76826,30084.58951,32596.93487,34371.88099,35547.05364,34888.81499,35885.35808,37608.43848,38034.83334,39253.58929,40167.0723,41114.693,42894.57807,45329.27264,46544.07744,
Eritrea,ERI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1230,1540,1650,1800,1990,2060,2060,1980,2120,2110,1990,1970,2020,2000,2030,1820,1870,1900,2080,,,,,,,,
Spain,ESP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13510,14290,14660,14840,15240,16130,16720,17700,18850,19770,21430,22640,24100,24810,25880,27230,30120,31640,32340,31480,31220,31310,31470,32220,33400,34900,36650,38880,39800,
Estonia,EST,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9070,9810,11050,12360,13710,15870,18260,20450,21470,19880,20440,23310,24970,26860,28140,28570,30200,32790,34970,
Ethiopia,ETH,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,390,350,390,400,420,470,470,450,470,490,530,530,510,580,650,730,810,890,950,1050,1160,1250,1360,1490,1620,1740,1890,2010,
European Union,EUU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14653.53497,15385.57579,15859.52626,16106.58131,16835.57103,17652.38092,18263.30136,18997.4963,19861.03406,20680.35434,22007.7504,23059.65878,24006.00452,24521.2372,25728.07373,26735.43536,29067.52651,30847.63853,32254.83632,31765.33505,32809.79852,34449.88785,34979.57778,36172.12249,37106.96985,38104.83077,39771.63501,42189.98125,43464.13035,
Fragile and conflict affected situations,FCS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.178783,1336.8928,1464.552621,1601.774641,1667.806106,1704.665717,1819.85079,1970.465474,2213.475545,2352.584495,2406.521074,2470.348542,2417.29724,2241.564172,2614.420991,2829.604215,3074.003921,3256.053641,3462.50982,3535.363913,3705.022222,3477.233144,3908.042939,3934.155836,4073.951355,4188.332411,4446.245287,4560.249247,4684.824095,
Finland,FIN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17830,17060,16550,16630,17720,18980,19610,21470,23120,24520,26620,27800,28690,28850,31390,32190,34730,37910,40150,38450,39460,41070,41060,41660,42180,42950,44240,46740,48580,
Fiji,FJI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690,3700,3950,4070,4250,4510,4790,4700,4690,5140,5420,5470,5820,5940,6400,6710,6620,6790,6900,6940,6980,7290,7470,8100,8470,8960,9260,9700,10140,
France,FRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17690,18360,19010,19270,20040,20810,21510,22510,23660,24790,26510,28000,28820,28510,29440,31020,33080,34770,35860,35480,36730,38440,38500,40410,41010,41720,42940,45310,46360,
Faroe Islands,FRO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,2360,2420,2360,2180,2250,2380,2550,2660,2710,2800,2830,3010,3120,3190,3160,3340,3380,3530,3550,3540,3470,3980,3940,3970,3640,
