Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bahrain,BHR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,1.707294951,,,,,2.963241692,,,,,5.252435817,5.533000648,6.398944504,6.88218182,9.717064519,11.45356333,12.19581952,13.08537375,14.37089801,15.79716373,16.52178681,16.81899972,16.72268365,17.84100534,18.23724191,18.95324148,19.73104991,21.51271493,23.1911005,24.71928717,24.98682803,24.9523905,25.60011161,25.6833958,25.97931634,25.72572527,24.92384004,23.86546346,23.85438444,23.08301319,21.76426396,20.26214032,19.64835088,19.77192657,20.08310016,18.37435327,21.63461125,23.03299219,22.16675234,21.30748648,20.41876268,19.62866954,20.06691761,17.50509415,
"Bahamas, The",BHS,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,,,,,,12.04413822,,,,,12.07013383,13.68520909,13.44488359,14.49289749,14.12731086,14.75846546,14.97264613,18.03945791,16.11620551,16.87651953,17.89852416,20.26341223,22.15266102,23.60063204,24.5708747,27.26999528,29.94582542,28.87128847,28.10354559,28.57971477,29.87572452,31.50349675,34.14730058,36.43155298,37.8097136,38.3649107,40.74509778,41.13501918,42.10916268,43.88166601,40.96361806,39.74346968,39.37709884,38.6276809,36.88859395,36.43243121,36.98641185,37.13034677,37.04016407,33.90361894,32.31508848,32.03979573,29.823316,29.42015419,
Bosnia and Herzegovina,BIH,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17208119,14.70971481,6.350780536,6.211540722,7.232180213,8.10715538,8.922119241,9.828645648,20.79347916,22.55420832,24.01551104,24.93290447,25.27834644,25.73099151,26.26530239,28.28893272,27.47151178,26.73074339,26.94973812,26.11011492,24.58584977,23.89438735,24.34429749,22.53142787,22.00036855,22.65667122,23.84334785,
Belarus,BLR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.923090443,,,,,1.350855342,,,,,2.889981457,,,,,5.297867808,5.807013305,6.229929721,6.687554772,7.111097457,7.55393477,7.852718818,8.277780549,8.80541086,9.882496798,10.12877553,11.18770005,12.24274855,13.36645964,14.46194466,15.50721328,16.46977102,17.17981701,17.90168984,18.69752266,19.53276015,21.18470026,23.10428583,24.97346285,26.58556853,27.87690019,29.17397831,30.44517179,31.73124736,33.02492327,34.34680794,35.38921304,38.73049091,39.3330269,42.22531345,43.93150566,44.69288351,46.79853958,47.41971831,47.86303898,48.10332157,47.80386047,47.61598949,47.48760052,
Belize,BLZ,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1.10575252,,,,,2.638547291,,,,,2.455353489,,,,,2.476361999,2.475082688,2.568089409,2.581945094,2.725310499,2.684610315,2.641529892,3.451485149,3.875575978,3.791152937,4.244456437,4.717871296,5.736576411,6.842505083,8.31421112,9.234772223,11.13180696,12.78277516,14.48421734,13.97857993,13.98655798,13.85352703,13.84014803,14.10981394,15.11205584,14.45686675,13.81501825,11.92935383,12.35148928,12.19367532,11.89922481,11.78221186,11.33851685,10.14395922,9.905452003,9.392676392,8.734333221,7.519230769,6.956886453,6.423934391,6.539440838,6.080347448,5.610893927,5.447815157,
Bermuda,BMU,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,20.67631561,,,,,25.39483275,,,,,30.50318653,,,,,31.58844765,32.03063489,34.40972839,36.11698379,37.60187485,38.85675577,40.52529921,45.30631819,46.74264331,48.52170975,50.03691151,52.25129145,54.3173505,56.85169053,59.2688144,60.5493721,62.86520477,63.77085704,67.04063745,70.07020491,73.14082154,76.08743375,80.91916355,83.44074667,84.90417311,86.25023073,85.951109,85.29304252,81.88890405,81.40589569,79.19314186,87.02753291,87.10248151,87.36406243,87.85820873,88.3940724,,106.5851059,111.8255521,45.65458435,18.84067073,32.11861999,34.70792558,,
Bolivia,BOL,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,,,,,,,,,,,,,,,,2.421175157,2.492497932,2.547148475,2.528312891,2.605150242,2.568929971,2.532425231,2.549314114,2.511978155,2.528330493,2.661182879,2.910366796,2.905129508,3.168928667,3.252038727,3.238914359,4.481077716,4.844498075,5.587184801,6.086520321,6.067224786,6.111615824,6.755696736,6.852381863,6.896298494,7.000320397,7.094426385,7.095279888,8.115781857,8.135911155,8.470870042,8.60165433,8.483315532,8.293964445,8.182969307,8.107239094,7.862224653,7.604047403,6.271048138,
Brazil,BRA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.900536118,,,,,1.01950823,,,,,1.314222575,,,,,2.053087031,2.28616318,2.721805053,3.231378338,3.639405183,4.101280619,4.313333249,4.602746721,4.866788317,5.061051082,5.323648108,5.395017521,5.543268647,5.757950133,6.007040169,6.31462851,6.64428365,7.027773611,7.206290368,7.695409266,8.186031671,9.176511637,10.19013266,11.77166803,14.49929905,17.69335308,21.12393485,21.61703303,21.5638098,21.50951574,21.4114975,20.62004846,20.72241635,21.47329546,21.40272597,21.53218298,21.78362964,22.23187038,22.40302071,21.76335286,21.36096402,20.37413949,19.42798646,18.28999562,
Barbados,BRB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,3.001558577,,,,,4.588106859,,,,,7.820139307,,,,,10.98743063,11.69789525,12.57868457,13.00503991,13.43340587,13.68455669,13.80271459,15.03058068,16.45171672,18.02369499,18.92118644,20.10524801,21.33176239,22.96999347,25.43228303,27.64700923,29.7730093,30.4675791,31.26757468,32.23037226,33.88994379,36.15329022,40.44081182,41.96653994,42.52156583,45.60779331,47.32330275,48.64222364,48.84645809,49.30617108,48.81171672,48.38635274,48.17402225,48.22358598,48.27394843,48.73126314,49.70829049,50.53136929,52.31695135,47.66945433,52.40778904,48.88626853,42.08858548,44.67016233,
Brunei Darussalam,BRN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,,,,,,,,,,,,,4.121020639,4.525261444,5.063857913,5.725220369,7.002264762,7.279256545,8.015994266,8.708605477,9.270702921,9.657233181,10.36019919,11.28050277,12.0167185,13.52808624,14.68464746,17.56422239,19.60657623,21.2883567,22.92958258,25.86615543,24.61517256,24.35953676,24.24389197,24.16220191,26.00916379,23.43835609,23.1889678,23.11974693,22.97638546,21.65379744,21.2163802,21.29191584,20.98143816,20.55881188,20.27976469,17.77818436,,17.48399708,18.3178399,17.67818009,19.74071378,19.25294256,
Bhutan,BTN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0,,,,,0.098427522,,,,,0.129491854,,,,,0.16360693,0.186253388,0.180384893,0.174785952,0.278343603,0.292473118,0.287005125,0.30307693,0.318310589,0.321168789,0.323090642,0.334244149,0.333797278,0.333634258,0.351986579,0.352484156,0.467611366,0.553584925,0.715176231,0.859564916,0.98069657,1.12177149,1.165469478,1.849295772,2.074821633,2.393315974,2.907858989,3.184160203,3.768004218,4.740809154,5.086791452,4.795485314,4.490611783,4.090897585,3.884285215,3.835431792,3.965105914,3.849163532,3.729036927,3.313098442,2.996526881,2.861513653,2.865485546,2.918259569,
Botswana,BWA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.079563198,,,,,0.21428801,,,,,0.366408322,,,,,0.633974277,0.649368359,0.687045691,0.708736803,0.739820247,0.793880615,0.839631645,0.881318967,0.949574855,0.977178486,0.988797493,1.057750038,1.263392865,1.517831921,1.783470097,2.049106435,2.458452774,2.675141579,3.108190207,3.517777163,4.061670027,4.797471972,5.556388659,6.473819411,7.689360254,8.269773521,8.84677532,8.691267727,7.57605809,7.463720464,7.585163067,7.191754707,7.301999137,7.427391069,7.034662948,6.915688904,7.421741458,7.868771438,8.444167118,8.102774179,7.567727126,6.5799446,6.403713244,6.321060412,
Central African Republic,CAF,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,,,,,,,,,,,,,,0.122481454,0.111408148,0.118989377,0.109254289,0.122466475,0.116263764,0.11164542,0.102274868,0.150206274,0.154901694,0.161100353,0.164619005,0.178428023,0.186138032,0.205863946,0.22182106,0.235182288,0.260189111,0.293328795,0.289290645,0.275155287,0.277120888,0.260079381,0.239574338,0.236709548,0.244770857,0.252533224,0.247623925,,,,0.082095617,0.021177322,0.018444602,0.018551011,0.017985838,0.017920444,0.04186354,0.043281972,0.045778709,0.046995865,
Canada,CAN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,27.9452503,,,,,26.84433141,,,,,30.47581477,,,,,35.8988025,36.88354827,37.74161775,38.78800841,39.71255642,40.86925745,41.73192114,41.48024232,41.5881875,46.48192147,48.47837681,49.65596822,50.86207174,52.13669637,53.8927792,55.53771408,56.70707355,57.56219377,58.55689128,59.77119986,60.23490757,61.01606239,62.73875441,64.26604852,67.25514367,68.13044024,68.41305071,66.14223506,65.45975794,64.63203117,56.42278838,56.04698431,55.51650531,54.7429305,55.43752872,53.86621429,52.90806299,50.75879037,47.93955938,45.99440612,43.33530798,41.65556256,39.39062011,37.33557257,
Central Europe and the Baltics,CEB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,2.380307054,,,,,3.235311636,,,,,4.81721144,5.298268403,5.742110691,6.156179401,7.264801686,7.70346077,8.230001241,8.443267241,8.930639127,9.325221777,9.830527118,10.24398237,10.7830856,11.35898468,11.93475889,12.72937095,13.46954567,14.48300348,15.59144619,17.19805312,19.02408666,21.22629047,23.59996471,26.14512785,28.27472665,29.58960146,30.13410329,30.1574024,30.39460146,30.60351813,29.48675767,28.47777028,27.34285483,26.49569197,25.48444958,24.10399966,23.32206674,21.98872998,23.82282522,24.82277205,23.55140571,22.1510696,20.82797532,19.19879554,
Switzerland,CHE,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,20.65974458,,,,,25.21998241,,,,,31.62163551,,,,,38.97728035,39.82023916,41.11161114,42.47828165,43.82117461,45.17943828,46.45862205,47.61596663,48.68933707,49.78633969,50.92167975,52.23959547,53.75250534,55.45592282,57.36385863,59.26317793,60.73456561,61.60604902,62.10308416,61.36265992,64.04097708,64.94712372,66.32234129,68.86856173,71.20141638,73.29098776,74.98755079,74.61615924,73.24145657,71.73182216,69.71523319,67.33402092,65.37343462,63.3345844,66.52680655,62.85026589,61.95491282,58.96570834,56.64558031,53.31097896,49.8989065,45.01888265,42.09370274,38.74016771,
Channel Islands,CHI,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1.620597099,,,,,1.813202136,,,,,2.422536582,,,,,2.803921752,2.86328431,2.975433267,3.111144978,3.118648031,3.178815463,3.338849357,3.441749516,3.668638457,3.982419471,4.381811691,4.483327459,4.593834464,4.868308028,4.945822566,6.509827059,7.825170886,9.35178518,10.90210017,11.20261126,12.64179779,14.74563269,18.21483787,20.3415163,20.50280291,21.52536837,22.41857867,22.10483672,20.51819813,20.88734347,21.38481532,20.68908357,20.92903925,21.09609512,21.05455311,20.27463561,19.55545384,18.92204793,19.04919709,19.30151987,19.17642778,18.53492447,17.32630719,16.00281059,
China,CHN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,,,,,,,,,,,0.182673862,0.186806752,0.191357835,0.198003417,0.206158971,0.214050899,0.219018871,0.227880958,0.240591369,0.262150205,0.290073527,0.319995877,0.350059657,0.415478539,0.490384057,0.582071121,0.708409694,0.950442789,1.422034581,2.219093943,3.280282569,4.390013697,5.571332978,6.872810539,8.483379223,11.22226292,13.88375562,16.38594333,19.97614967,23.56281604,26.33387587,27.47935026,27.1648336,25.14529206,23.04871059,21.50648138,20.71307585,20.09476331,19.18156459,17.82338014,16.41940148,14.61221985,13.63504777,13.4546491,
Cote d'Ivoire,CIV,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.105321655,,,,,0.203461495,,,,,0.333198486,,,,,0.374617753,0.390321644,0.394165171,0.415236447,0.424880932,0.466350911,0.507404907,0.536509515,0.557357951,0.542900515,0.575588545,0.592891569,0.59486676,0.600851863,0.594438628,0.610094343,0.657509496,0.654591353,0.679380842,0.751836509,0.815436202,0.885147466,0.94061972,1.090489995,1.367734299,1.602384199,1.7419305,1.885142122,1.352302693,1.435308345,1.408454618,1.442677749,1.291377286,1.818371096,1.4061914,1.37994297,1.314843959,1.281536134,1.232122018,1.071562108,1.19368937,1.213581291,1.250383121,1.206251648,
